Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
VERIFIED	N/A	Office Space	"260,000 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,119 sqft"
N/A	N/A	Warehouse	"290,000 AED/year"	"Ras Al Khor Industrial 2, Ras Al Khor Industrial, Ras Al Khor, Dubai"	N/A	N/A	"4,500 sqft"
N/A	SUPERAGENT	Office Space	"86,360 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	N/A	508 sqft
N/A	N/A	Office Space	"19,000 AED/year"	"Khalidiya Centre, Cornich Al Khalidiya, Al Khalidiya, Abu Dhabi"	N/A	4	121 sqft
N/A	N/A	Warehouse	"5,045,328 AED/year"	"ICAD - Industrial City Of Abu Dhabi, Mussafah, Abu Dhabi"	N/A	N/A	"98,928 sqft"
N/A	SUPERAGENT	Office Space	"15,000 AED/year"	"Corniche Road, Abu Dhabi"	N/A	4	160 sqft
N/A	N/A	Staff Accommodation	"32,400 AED/year"	"Industrial Area 3, Sharjah Industrial Area, Sharjah"	N/A	7+	200 sqft
N/A	N/A	Office Space	"2,308,500 AED/year"	"Al Khalidiya, Abu Dhabi"	N/A	N/A	"18,406 sqft"
N/A	SUPERAGENT	Staff Accommodation	"27,000 AED/year"	"Jebel Ali Industrial 2, Jebel Ali Industrial, Jebel Ali, Dubai"	N/A	4	160 sqft
N/A	N/A	Office Space	"1,502,337 AED/year"	"Office Park, Dubai Media City, Dubai"	N/A	N/A	"8,837 sqft"
N/A	SUPERAGENT	Shop	"160,000 AED/year"	"Azizi Riviera 23, Meydan One, Meydan, Dubai"	N/A	N/A	454 sqft
N/A	N/A	Shop	"249,999 AED/year"	"Azizi Riviera 44, Meydan One, Meydan, Dubai"	N/A	N/A	579 sqft
N/A	N/A	Show Room	"713,000 AED/year"	"The Grand Avenue, Al Nasreya, Sharjah"	N/A	1	"8,911 sqft"
VERIFIED	N/A	Office Space	"180,000 AED/year"	"Crystal Tower, Business Bay, Dubai"	N/A	N/A	"1,000 sqft"
VERIFIED	N/A	Office Space	"120,000 AED/year"	"Crystal Tower, Business Bay, Dubai"	N/A	N/A	577 sqft
N/A	N/A	Shop	"8,000 AED/year"	"Al Madam, Sharjah"	N/A	1	300 sqft
N/A	N/A	Office Space	"5,000 AED/year"	"Clock Tower Offices, Al Musalla, Al Gharb, Sharjah"	N/A	2	650 sqft
N/A	SUPERAGENT	Villa	"650,000 AED/year"	"Khalifa City, Abu Dhabi"	N/A	4	"7,040 sqft"
N/A	SUPERAGENT	Office Space	"75,227 AED/year"	"Al Fardha Building, Al Mina, Dubai"	N/A	N/A	626 sqft
N/A	SUPERAGENT	Office Space	"45,364 AED/year"	"Al Fardha Building, Al Mina, Dubai"	N/A	N/A	378 sqft
N/A	SUPERAGENT	Office Space	"61,516 AED/year"	"AL NOQHITA, Deira, Dubai"	N/A	N/A	512 sqft
N/A	N/A	Warehouse	"5,825,000 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"89,595 sqft"
N/A	SUPERAGENT	Office Space	"239,888 AED/year"	"Leaders Building, Al Quoz 1, Al Quoz, Dubai"	N/A	7+	"1,040 sqft"
N/A	SUPERAGENT	Office Space	"46,000 AED/year"	"API World Tower, Sheikh Zayed Road, Dubai"	N/A	1	165 sqft
N/A	SUPERAGENT	Office Space	"55,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	1	240 sqft
N/A	N/A	Business Centre	"40,000 AED/year"	"Al Barsha Business Center, Al Barsha 1, Al Barsha, Dubai"	N/A	2	140 sqft
N/A	N/A	Business Centre	"5,000 AED/year"	"Al Ameri Tower, Barsha Heights (Tecom), Dubai"	N/A	4	240 sqft
N/A	N/A	Show Room	"17,000 AED/year"	"Al Madar 2, Al Madar, Umm Al Quwain"	N/A	N/A	478 sqft
N/A	N/A	Shop	"17,000 AED/year"	"Al Madar 2, Al Madar, Umm Al Quwain"	N/A	N/A	478 sqft
N/A	N/A	Office Space	"5,000 AED/year"	"Clock Tower Offices, Al Musalla, Al Gharb, Sharjah"	N/A	2	650 sqft
N/A	N/A	Office Space	"5,000 AED/year"	"Clock Tower Offices, Al Musalla, Al Gharb, Sharjah"	N/A	2	650 sqft
N/A	N/A	Office Space	"151,189 AED/year"	"Sheikh Rashid Building, Sheikh Zayed Road, Dubai"	N/A	2	200 sqft
N/A	SUPERAGENT	Labor Camp	"24,000 AED/year"	"Al Muhaisnah 2, Al Muhaisnah, Dubai"	N/A	7+	170 sqft
N/A	N/A	Office Space	"27,000 AED/year"	"Cornich Al Khalidiya, Al Khalidiya, Abu Dhabi"	N/A	4	185 sqft
VERIFIED	N/A	Office Space	"12,000 AED/year"	"Al Hanaa Centre, Al Jafiliya, Dubai"	N/A	1	120 sqft
N/A	N/A	Office Space	"109,000 AED/year"	"Al Khan Corniche, Al Khan, Sharjah"	N/A	1	"1,500 sqft"
N/A	N/A	Warehouse	"140,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	1	"3,000 sqft"
VERIFIED	N/A	Office Space	"120,000 AED/year"	"Jumeirah Bay X3, JLT Cluster X, Jumeirah Lake Towers, Dubai"	N/A	2	"1,247 sqft"
N/A	N/A	Office Space	"95,000 AED/year"	"Robot Park Tower, Al Khan, Sharjah"	N/A	2	"1,504 sqft"
N/A	N/A	Office Space	"30,000 AED/year"	"Julphar Commercial Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	N/A	736 sqft
N/A	N/A	Warehouse	"1,000,000 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	N/A	"17,109 sqft"
N/A	SUPERAGENT	Show Room	"2,000,000 AED/year"	"Al Quoz 3, Al Quoz, Dubai"	N/A	N/A	"8,000 sqft"
VERIFIED	N/A	Office Space	"229,999 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,351 sqft"
VERIFIED	N/A	Office Space	"79,000 AED/year"	"Park Lane Tower, Business Bay, Dubai"	N/A	1	259 sqft
N/A	N/A	Land	"449,999 AED/year"	"Al Jlail, Al Sajaa, Sharjah"	N/A	N/A	"39,000 sqft"
N/A	N/A	Staff Accommodation	"20,400 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	7+	130 sqft
N/A	N/A	Warehouse	"209,000 AED/year"	"Costra Commercial Center, Dubai Production City (IMPZ), Dubai"	N/A	N/A	"3,000 sqft"
N/A	SUPERAGENT	Office Space	"299,880 AED/year"	"North Tower, Emirates Financial Towers, DIFC, Dubai"	N/A	1	714 sqft
N/A	N/A	Office Space	"30,000 AED/year"	"Julphar Commercial Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	N/A	634 sqft
N/A	N/A	Warehouse	"85,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	1	"3,120 sqft"
N/A	SUPERAGENT	Office Space	"1,350,000 AED/year"	"Al Sofouh Suites, Al Sufouh 1, Al Sufouh, Dubai"	N/A	N/A	"5,435 sqft"
N/A	N/A	Office Space	"86,000 AED/year"	"Mazyad Mall Tower 3, Mazyad Mall, Mohamed Bin Zayed City, Abu Dhabi"	N/A	4	850 sqft
N/A	N/A	Staff Accommodation	"24,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	1	160 sqft
N/A	N/A	Labor Camp	"26,400 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	1	160 sqft
N/A	N/A	Warehouse	"275,000 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"5,000 sqft"
N/A	N/A	Office Space	"13,000 AED/year"	"Dar Al Salam Building, Corniche Road, Abu Dhabi"	N/A	4	140 sqft
N/A	N/A	Office Space	"13,000 AED/year"	"Dar Al Salam Building, Corniche Road, Abu Dhabi"	N/A	4	140 sqft
N/A	N/A	Office Space	"155,000 AED/year"	"The Citadel Tower, Business Bay, Dubai"	N/A	1	887 sqft
N/A	N/A	Business Centre	"16,800 AED/year"	"Addiyar Building, Sheikh Zayed Road, Dubai"	N/A	5	100 sqft
N/A	N/A	Business Centre	"30,000 AED/year"	"Al Qusais 2, Al Qusais Residential Area, Al Qusais, Dubai"	N/A	5	100 sqft
N/A	N/A	Warehouse	"543,600 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	1	"5,436 sqft"
N/A	SUPERAGENT	Office Space	"228,480 AED/year"	"Shatha Tower, Dubai Media City, Dubai"	N/A	N/A	"1,428 sqft"
N/A	N/A	Land	"55,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	N/A	"10,000 sqft"
N/A	N/A	Office Space	"22,000 AED/year"	"Prestige Tower 17, Prestige Towers, Mohamed Bin Zayed City, Abu Dhabi"	N/A	4	150 sqft
N/A	N/A	Office Space	"27,000 AED/year"	"Mazyad Mall Tower 3, Mazyad Mall, Mohamed Bin Zayed City, Abu Dhabi"	N/A	4	230 sqft
N/A	N/A	Warehouse	"10,500,000 AED/year"	"Freezone North, Jebel Ali Freezone, Jebel Ali, Dubai"	N/A	N/A	"240,294 sqft"
N/A	N/A	Warehouse	"506,000 AED/year"	"Abu Dhabi Business Hub, Mussafah, Abu Dhabi"	N/A	N/A	"10,000 sqft"
VERIFIED	N/A	Retail	"180,000 AED/year"	"Azizi Riviera 23, Meydan One, Meydan, Dubai"	N/A	N/A	468 sqft
N/A	N/A	Warehouse	"110,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	1	"4,000 sqft"
N/A	N/A	Office Space	"2,052,000 AED/year"	"Khalidiya Street, Al Khalidiya, Abu Dhabi"	N/A	N/A	"18,406 sqft"
N/A	N/A	Office Space	"216,300 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	900 sqft
N/A	N/A	Business Centre	"8,999 AED/year"	"Red Avenue, Al Garhoud, Dubai"	N/A	1	150 sqft
N/A	N/A	Retail	"2,033,850 AED/year"	"Vintage Grand Hotel, Dubai Production City (IMPZ), Dubai"	N/A	N/A	"5,811 sqft"
N/A	N/A	Business Centre	"5,000 AED/year"	"Al Ameri Tower, Barsha Heights (Tecom), Dubai"	N/A	4	240 sqft
N/A	N/A	Office Space	"97,000 AED/year"	"Robot Park Tower, Al Khan, Sharjah"	N/A	2	"1,500 sqft"
N/A	N/A	Business Centre	"30,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	200 sqft
N/A	N/A	Business Centre	"5,000 AED/year"	"Al Rostamani Building, Port Saeed, Deira, Dubai"	N/A	1	150 sqft
N/A	N/A	Business Centre	"7,000 AED/year"	"Red Avenue, Al Garhoud, Dubai"	N/A	1	150 sqft
N/A	N/A	Business Centre	"10,000 AED/year"	"Arzoo Building, Al Qusais Residential Area, Al Qusais, Dubai"	N/A	1	150 sqft
N/A	N/A	Office Space	"28,000 AED/year"	"Al Murar, Deira, Dubai"	N/A	1	222 sqft
N/A	N/A	Office Space	"95,000 AED/year"	"Robot Park Tower, Al Khan, Sharjah"	N/A	2	"1,506 sqft"
N/A	N/A	Office Space	"100,000 AED/year"	"Al Mamoura, Muroor Area, Abu Dhabi"	N/A	1	"1,025 sqft"
N/A	N/A	Warehouse	"110,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"4,500 sqft"
N/A	N/A	Office Space	"24,999 AED/year"	"Burj Nahar Building, Al Muteena, Deira, Dubai"	N/A	1	146 sqft
N/A	N/A	Office Space	"18,000 AED/year"	"Dar Al Salam Building, Corniche Road, Abu Dhabi"	N/A	4	190 sqft
N/A	N/A	Office Space	"16,000 AED/year"	"Dar Al Salam Building, Corniche Road, Abu Dhabi"	N/A	4	170 sqft
N/A	N/A	Business Centre	"50,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	1	140 sqft
N/A	N/A	Office Space	"34,000 AED/year"	"Khalidiya Towers, Al Khalidiya, Abu Dhabi"	N/A	7	330 sqft
N/A	N/A	Office Space	"30,000 AED/year"	"Khalidiya Towers, Al Khalidiya, Abu Dhabi"	N/A	7	330 sqft
VERIFIED	N/A	Office Space	"450,000 AED/year"	"Burj Daman, DIFC, Dubai"	N/A	N/A	986 sqft
N/A	N/A	Office Space	"95,000 AED/year"	"Yes Business Tower, Al Barsha 1, Al Barsha, Dubai"	N/A	1	688 sqft
N/A	N/A	Staff Accommodation	"19,500 AED/year"	"M-26, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	250 sqft
N/A	N/A	Labor Camp	"17,500 AED/year"	"M-14, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	200 sqft
N/A	N/A	Labor Camp	"18,500 AED/year"	"M-14, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	200 sqft
N/A	N/A	Labor Camp	"19,000 AED/year"	"M-38, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	250 sqft
N/A	N/A	Staff Accommodation	"21,000 AED/year"	"M-38, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	200 sqft
N/A	SUPERAGENT	Office Space	"541,775 AED/year"	"Daytona House, Green Community Motor City, Motor City, Dubai"	N/A	1	"3,612 sqft"
N/A	SUPERAGENT	Office Space	"361,070 AED/year"	"Daytona House, Green Community Motor City, Motor City, Dubai"	N/A	1	"2,407 sqft"
N/A	N/A	Warehouse	"232,000 AED/year"	"Jebel Ali Industrial 1, Jebel Ali Industrial, Jebel Ali, Dubai"	N/A	1	"4,651 sqft"
N/A	N/A	Warehouse	"198,000 AED/year"	"Jebel Ali Industrial 1, Jebel Ali Industrial, Jebel Ali, Dubai"	N/A	1	"3,350 sqft"
N/A	SUPERAGENT	Warehouse	"230,000 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	2	"2,863 sqft"
N/A	SUPERAGENT	Warehouse	"204,640 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	2	"2,558 sqft"
N/A	N/A	Office Space	"28,000 AED/year"	"Khalidiya Towers, Al Khalidiya, Abu Dhabi"	N/A	7	300 sqft
N/A	SUPERAGENT	Office Space	"65,000 AED/year"	"Fairmont Hotel, Sheikh Zayed Road, Dubai"	N/A	4	250 sqft
N/A	SUPERAGENT	Office Space	"47,000 AED/year"	"Aspin Tower, Sheikh Zayed Road, Dubai"	N/A	4	220 sqft
N/A	SUPERAGENT	Office Space	"50,000 AED/year"	"Aspin Tower, Sheikh Zayed Road, Dubai"	N/A	4	250 sqft
N/A	SUPERAGENT	Office Space	"50,000 AED/year"	"Aspin Tower, Sheikh Zayed Road, Dubai"	N/A	4	250 sqft
N/A	SUPERAGENT	Office Space	"55,000 AED/year"	"Aspin Tower, Sheikh Zayed Road, Dubai"	N/A	4	250 sqft
N/A	SUPERAGENT	Office Space	"55,000 AED/year"	"Aspin Tower, Sheikh Zayed Road, Dubai"	N/A	4	220 sqft
N/A	SUPERAGENT	Warehouse	"790,000 AED/year"	"Al Warsan, Dubai"	N/A	1	"12,514 sqft"
N/A	SUPERAGENT	Shop	"630,000 AED/year"	"Jumeirah 3, Jumeirah, Dubai"	N/A	7+	"2,175 sqft"
N/A	N/A	Office Space	"86,000 AED/year"	"Khalidiya Towers, Al Khalidiya, Abu Dhabi"	N/A	5	590 sqft
N/A	N/A	Warehouse	"930,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	3	"23,267 sqft"
N/A	N/A	Office Space	"200,000 AED/year"	"HDS Tower, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,258 sqft"
N/A	N/A	Warehouse	"1,860,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	1	"45,543 sqft"
N/A	N/A	Warehouse	"188,000 AED/year"	"Jebel Ali Industrial 1, Jebel Ali Industrial, Jebel Ali, Dubai"	N/A	1	"2,496 sqft"
VERIFIED	N/A	Office Space	"185,000 AED/year"	"Building 12, Dubai Investment Park 2 (DIP 2), Dubai Investment Park (DIP), Dubai"	N/A	N/A	"1,324 sqft"
N/A	N/A	Office Space	"136,206 AED/year"	"Abu Hail Road, Abu Hail, Deira, Dubai"	N/A	1	"1,135 sqft"
N/A	N/A	Office Space	"28,000 AED/year"	"Al Dana Centre, Al Muraqqabat, Deira, Dubai"	N/A	2	120 sqft
N/A	N/A	Retail	"235,019 AED/year"	"Fishing Harbour 3, Umm Suqeim 2, Umm Suqeim, Dubai"	N/A	N/A	783 sqft
N/A	N/A	Office Space	"427,500 AED/year"	"Burj Daman, DIFC, Dubai"	N/A	N/A	986 sqft
N/A	N/A	Office Space	"32,000 AED/year"	"Mazyad Mall Tower 3, Mazyad Mall, Mohamed Bin Zayed City, Abu Dhabi"	N/A	3	215 sqft
N/A	N/A	Office Space	"459,990 AED/year"	"The One Tower, Barsha Heights (Tecom), Dubai"	N/A	2	"1,770 sqft"
VERIFIED	N/A	Shop	"50,000 AED/year"	"N10, Persia Cluster, International City, Dubai"	N/A	1	473 sqft
N/A	N/A	Office Space	"17,000 AED/year"	"Dar Al Salam Building, Corniche Road, Abu Dhabi"	N/A	4	180 sqft
VERIFIED	N/A	Retail	"130,000 AED/year"	"AZIZI Riviera 11, Meydan One, Meydan, Dubai"	N/A	N/A	350 sqft
N/A	N/A	Office Space	"180,000 AED/year"	"Mercure Dubai Barsha Heights Hotel Suites & Apartments, Barsha Heights (Tecom), Dubai"	N/A	N/A	563 sqft
N/A	N/A	Office Space	"125,860 AED/year"	"Corniche Road, Abu Dhabi"	N/A	1	"1,935 sqft"
N/A	N/A	Labor Camp	"30,600 AED/year"	"Industrial Area 10, Sharjah Industrial Area, Sharjah"	N/A	7+	200 sqft
N/A	N/A	Office Space	"45,000 AED/year"	"Falcon Towers, Ajman Downtown, Ajman"	N/A	1	"1,580 sqft"
N/A	N/A	Business Centre	"20,000 AED/year"	"Al Wasl Tower, Sheikh Zayed Road, Dubai"	N/A	4	120 sqft
N/A	N/A	Shop	"27,000 AED/year"	"Ajman Industrial 2, Ajman Industrial Area, Ajman"	N/A	N/A	450 sqft
N/A	N/A	Warehouse	"292,500 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	1	"4,500 sqft"
N/A	N/A	Office Space	"17,000 AED/year"	"Mazyad Mall Tower 2, Mazyad Mall, Mohamed Bin Zayed City, Abu Dhabi"	N/A	4	150 sqft
N/A	N/A	Full Floor	"1,598,000 AED/year"	"Nassima Tower, Sheikh Zayed Road, Dubai"	N/A	N/A	"7,992 sqft"
N/A	N/A	Office Space	"90,000 AED/year"	"Business Center Tower, Hamdan Street, Abu Dhabi"	N/A	1	"1,688 sqft"
N/A	N/A	Office Space	"20,000 AED/year"	"Corniche Road, Abu Dhabi"	N/A	4	180 sqft
N/A	N/A	Warehouse	"750,000 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"16,000 sqft"
VERIFIED	N/A	Office Space	"100,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	530 sqft
N/A	N/A	Shop	"122,000 AED/year"	"Muwaileh 3 Building, Muwaileh, Sharjah"	N/A	1	700 sqft
N/A	N/A	Warehouse	"377,000 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"8,400 sqft"
N/A	N/A	Retail	"536,400 AED/year"	"Shareat Al Mutaredh, Al Mutarad, Al Ain"	N/A	N/A	"3,649 sqft"
N/A	N/A	Office Space	"80,000 AED/year"	"Airport Road, Abu Dhabi"	N/A	1	925 sqft
VERIFIED	N/A	Office Space	"260,000 AED/year"	"Park Tower A, Park Towers, DIFC, Dubai"	N/A	N/A	630 sqft
N/A	SUPERAGENT	Office Space	"45,000 AED/year"	"Al Barsha 1, Al Barsha, Dubai"	N/A	4	220 sqft
N/A	SUPERAGENT	Office Space	"26,000 AED/year"	"Al Barsha 1, Al Barsha, Dubai"	N/A	N/A	100 sqft
N/A	SUPERAGENT	Office Space	"26,000 AED/year"	"Al Barsha 1, Al Barsha, Dubai"	N/A	4	100 sqft
N/A	N/A	Shop	"39,000 AED/year"	"Al Rashidiya 1, Al Rashidiya, Ajman"	N/A	N/A	850 sqft
N/A	N/A	Shop	"610,000 AED/year"	"Al Rashidiya 1, Al Rashidiya, Ajman"	N/A	N/A	"13,550 sqft"
VERIFIED	N/A	Office Space	"105,000 AED/year"	"Indigo Icon, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	1	"1,147 sqft"
N/A	N/A	Warehouse	"3,500,000 AED/year"	"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	7+	"40,000 sqft"
N/A	N/A	Office Space	"144,000 AED/year"	"The LOFT Office 2, The LOFT Offices, Dubai Media City, Dubai"	N/A	N/A	851 sqft
N/A	N/A	Office Space	"202,000 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	N/A	"1,190 sqft"
N/A	N/A	Staff Accommodation	"60,000 AED/year"	"Al Khail Gate, Al Quoz 2, Al Quoz, Dubai"	N/A	2	"1,200 sqft"
N/A	N/A	Office Space	"20,000 AED/year"	"Khalidiya Centre, Cornich Al Khalidiya, Al Khalidiya, Abu Dhabi"	N/A	4	172 sqft
N/A	N/A	Office Space	"843,750 AED/year"	"Al Khalidiya, Abu Dhabi"	N/A	2	"7,265 sqft"
N/A	N/A	Office Space	"843,000 AED/year"	"Burj Daman, DIFC, Dubai"	N/A	N/A	"1,405 sqft"
N/A	SUPERAGENT	Office Space	"372,000 AED/year"	"The H Hotel, Sheikh Zayed Road, Dubai"	N/A	N/A	727 sqft
N/A	N/A	Office Space	"188,400 AED/year"	"Arenco Offices, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"1,884 sqft"
N/A	N/A	Shop	"20,000 AED/year"	"Liwara 1, Ajman"	N/A	N/A	282 sqft
N/A	N/A	Shop	"20,000 AED/year"	"Liwara 1, Ajman"	N/A	N/A	282 sqft
N/A	N/A	Shop	"20,000 AED/year"	"Liwara 1, Ajman"	N/A	N/A	282 sqft
N/A	N/A	Shop	"20,000 AED/year"	"Liwara 1, Ajman"	N/A	N/A	282 sqft
N/A	N/A	Office Space	"150,000 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	2	150 sqft
N/A	N/A	Warehouse	"3,250,000 AED/year"	"Freezone South, Jebel Ali Freezone, Jebel Ali, Dubai"	N/A	3	"71,569 sqft"
N/A	N/A	Business Centre	"13,500 AED/year"	"Al Qusais Road, Al Qusais, Dubai"	N/A	3	100 sqft
N/A	N/A	Office Space	"24,000 AED/year"	"Khalidiya Street, Al Khalidiya, Abu Dhabi"	N/A	4	340 sqft
N/A	N/A	Retail	"550,000 AED/year"	"Al Saman Tower, Hamdan Street, Abu Dhabi"	N/A	4	"4,900 sqft"
N/A	N/A	Shop	"71,000 AED/year"	"Al Rashidiya 1, Al Rashidiya, Ajman"	N/A	N/A	"1,092 sqft"
N/A	N/A	Office Space	"80,000 AED/year"	"CEO Building, Dubai Investment Park (DIP), Dubai"	N/A	N/A	942 sqft
N/A	N/A	Business Centre	"96,000 AED/year"	"The H Hotel, Sheikh Zayed Road, Dubai"	N/A	2	200 sqft
N/A	N/A	Office Space	"126,212 AED/year"	"The LOFT Office 2, The LOFT Offices, Dubai Media City, Dubai"	N/A	1	841 sqft
N/A	N/A	Office Space	"378,400 AED/year"	"Icon Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"1,892 sqft"
N/A	N/A	Office Space	"40,000 AED/year"	"Al Khalidiya, Abu Dhabi"	N/A	7	350 sqft
N/A	N/A	Labor Camp	"21,600 AED/year"	"Sonapur, Al Muhaisnah, Dubai"	N/A	7+	180 sqft
N/A	N/A	Labor Camp	"39,600 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	7+	360 sqft
N/A	N/A	Warehouse	"2,736,240 AED/year"	"Technology Park, Dubai"	N/A	2	"68,406 sqft"
N/A	N/A	Warehouse	"66,000 AED/year"	"ICAD - Industrial City Of Abu Dhabi, Mussafah, Abu Dhabi"	N/A	N/A	947 sqft
N/A	N/A	Office Space	"204,510 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	2	"1,239 sqft"
VERIFIED	N/A	Office Space	"235,000 AED/year"	"Ontario Tower, Business Bay, Dubai"	N/A	1	"1,765 sqft"
N/A	N/A	Office Space	"208,010 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	2	"1,260 sqft"
N/A	N/A	Show Room	"810,000 AED/year"	"Zabeel Road, Zabeel, Dubai"	N/A	N/A	"5,400 sqft"
N/A	N/A	Office Space	"552,000 AED/year"	"Zabeel Road, Zabeel, Dubai"	N/A	4	"4,600 sqft"
N/A	N/A	Warehouse	"319,550 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	2	"5,810 sqft"
N/A	N/A	Office Space	"223,728 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	2	"1,355 sqft"
N/A	N/A	Warehouse	"486,000 AED/year"	"M-4, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	2	"10,458 sqft"
N/A	N/A	Office Space	"206,571 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	2	"1,251 sqft"
N/A	N/A	Office Space	"221,312 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	2	"1,341 sqft"
N/A	N/A	Office Space	"110,000 AED/year"	"The One Tower, Barsha Heights (Tecom), Dubai"	N/A	2	110 sqft
N/A	N/A	Retail	"85,400 AED/year"	"Al Nada, Al Muneera, Al Raha Beach, Abu Dhabi"	N/A	1	299 sqft
N/A	N/A	Office Space	"624,511 AED/year"	"The LOFT Office 3, The LOFT Offices, Dubai Media City, Dubai"	N/A	6	"3,784 sqft"
N/A	N/A	Business Centre	"30,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	200 sqft
N/A	N/A	Office Space	"35,000 AED/year"	"Burj Nahar Building, Al Muteena, Deira, Dubai"	N/A	4	170 sqft
N/A	N/A	Warehouse	"2,400,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"40,000 sqft"
N/A	N/A	Labor Camp	"30,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	7+	244 sqft
N/A	N/A	Labor Camp	"36,000 AED/year"	"Al Maffraq, Abu Dhabi"	N/A	5	581 sqft
N/A	N/A	Labor Camp	"36,000 AED/year"	"Al Maffraq, Abu Dhabi"	N/A	5	333 sqft
N/A	N/A	Business Centre	"2,100,000 AED/year"	"One Za'abeel Tower, Zabeel 1, Zabeel, Dubai"	N/A	N/A	"1,500 sqft"
VERIFIED	N/A	Office Space	"199,999 AED/year"	"The Regal Tower, Business Bay, Dubai"	N/A	1	"1,366 sqft"
N/A	N/A	Office Space	"192,000 AED/year"	"Business Village, Port Saeed, Deira, Dubai"	N/A	N/A	500 sqft
N/A	SUPERAGENT	Office Space	"35,000 AED/year"	"Leaders Building, Al Quoz 1, Al Quoz, Dubai"	N/A	7+	120 sqft
N/A	N/A	Business Centre	"5,000 AED/year"	"Addiyar Building, Sheikh Zayed Road, Dubai"	N/A	3	100 sqft
