Verification,Agent,Type,Price,Location,Bedroom,Bathroom,Area
VERIFIED,SUPERAGENT,Apartment,"4,000,000 AED","Central Park Residential Tower, Central Park Tower, DIFC, Dubai",2,3,"2,014 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,200,000 AED","Central Park Residential Tower, Central Park Tower, DIFC, Dubai",1,1,905 sqft
VERIFIED,SUPERAGENT,Apartment,"1,950,000 AED","Marina Pinnacle, Dubai Marina, Dubai",2,2,"1,219 sqft"
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","Binghatti LUNA, Jumeirah Village Circle, Dubai",1,2,640 sqft
VERIFIED,SUPERAGENT,Apartment,"1,400,000 AED","Marina Pinnacle, Dubai Marina, Dubai",1,2,761 sqft
VERIFIED,SUPERAGENT,Apartment,"1,100,000 AED","V3 Tower, JLT Cluster V, Jumeirah Lake Towers, Dubai",1,2,805 sqft
VERIFIED,SUPERAGENT,Townhouse,"4,750,000 AED","Murooj Al Furjan West, Al Furjan, Dubai",4,5,"3,875 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,750,000 AED","Nima, The Valley, Dubai",3,4,"1,916 sqft"
VERIFIED,SUPERAGENT,Townhouse,"5,150,000 AED","Murooj Al Furjan, Al Furjan, Dubai",4,5,"3,467 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,070,000 AED","Acacia C, Park Heights, Dubai Hills Estate, Dubai",1,2,931 sqft
VERIFIED,SUPERAGENT,Apartment,"2,450,000 AED","Murjan 1, Murjan, Jumeirah Beach Residence, Dubai",2,3,"1,393 sqft"
VERIFIED,N/A,Townhouse,"3,500,000 AED","Shams Townhouses, Town Square, Dubai",4,4,"2,991 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,400,000 AED","Urbana III, EMAAR South, Dubai South (Dubai World Central), Dubai",3,2,"2,153 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,350,000 AED","Aura, Tilal Al Ghaf, Dubai",4,4,"2,468 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,750,000 AED","The IVY, Jumeirah Village Triangle, Dubai",1,2,832 sqft
VERIFIED,N/A,Villa,"7,799,990 AED","Regional, Jumeirah Park, Dubai",3,4,"3,063 sqft"
VERIFIED,SUPERAGENT,Villa,"10,588,888 AED","The Oasis - Palmiera, The Oasis by Emaar, Dubai",4,5,"8,266 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,000,000 AED","Imperial Avenue, Downtown Dubai, Dubai",3,3,"1,922 sqft"
VERIFIED,SUPERAGENT,Villa,"7,750,000 AED","Legacy Nova Villas, Jumeirah Park, Dubai",4,4,"4,157 sqft"
VERIFIED,SUPERAGENT,Villa,"22,000,000 AED","Jumeirah Park Homes, Jumeirah Park, Dubai",6,7,"9,000 sqft"
VERIFIED,SUPERAGENT,Villa,"6,200,000 AED","Regional, Jumeirah Park, Dubai",3,4,"3,063 sqft"
VERIFIED,SUPERAGENT,Apartment,"43,500,000 AED","Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",2,3,"4,576 sqft"
VERIFIED,SUPERAGENT,Apartment,"38,000,000 AED","Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",3,4,"2,611 sqft"
VERIFIED,SUPERAGENT,Apartment,"32,000,000 AED","Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",3,4,"2,630 sqft"
VERIFIED,SUPERAGENT,Villa,"7,749,997 AED","Legacy Nova Villas, Jumeirah Park, Dubai",4,7,"5,489 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,800,000 AED","Wilton Park Residences, Mohammed Bin Rashid City, Dubai",1,2,836 sqft
VERIFIED,SUPERAGENT,Apartment,"3,100,000 AED","The Address Residence Fountain Views 3, The Address Residence Fountain Views, Downtown Dubai, Dubai",1,2,838 sqft
VERIFIED,SUPERAGENT,Villa,"4,375,000 AED","Springs 4, The Springs, Dubai",3,3,"2,656 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,500,000 AED","Jadeel 3, Madinat Jumeirah Living, Umm Suqeim, Dubai",2,3,"1,115 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,200,000 AED","Monte Carlo, Damac Lagoons, Dubai",4,3,"2,315 sqft"
VERIFIED,SUPERAGENT,Villa,"45,000,000 AED","Garden Homes Frond D, Garden Homes, Palm Jumeirah, Dubai",5,6,"6,000 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,200,000 AED","Murooj Al Furjan, Al Furjan, Dubai",3,4,"2,732 sqft"
VERIFIED,SUPERAGENT,Apartment,"560,000 AED","Rove City Walk, City Walk, Dubai",studio,1,248 sqft
N/A,SUPERAGENT,Land,"12,500,000 AED","Jumeirah Park Homes, Jumeirah Park, Dubai",N/A,N/A,"7,919 sqft"
VERIFIED,SUPERAGENT,Villa,"10,000,000 AED","Legacy, Jumeirah Park, Dubai",3,4,"9,325 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,100,000 AED","Rukan 2, Dubai Land, Dubai",3,3,"1,130 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,000,000 AED","Rukan 3, Dubai Land, Dubai",1,2,638 sqft
VERIFIED,SUPERAGENT,Townhouse,"4,800,000 AED","Nad Al Dhabi, Al Jubail Island, Abu Dhabi",3,4,"3,963 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,385,000 AED","Creek Rise Tower 1, Creek Rise, Dubai Creek Harbour (The Lagoons), Dubai",3,4,"1,448 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,200,000 AED","Bluewaters Bay Building 2, Bluewaters Bay, Bluewaters, Dubai",1,1,802 sqft
VERIFIED,SUPERAGENT,Apartment,"3,350,000 AED","Al Jazi, Madinat Jumeirah Living, Umm Suqeim, Dubai",2,2,"1,193 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,150,000 AED","Al Jazi, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,1,736 sqft
VERIFIED,SUPERAGENT,Villa,"8,900,000 AED","Green Community West, Green Community, Dubai Investment Park (DIP), Dubai",4,4,"10,243 sqft"
VERIFIED,SUPERAGENT,Apartment,"7,000,000 AED","Ashjar, Al Barari, Dubai",2,3,"3,214 sqft"
VERIFIED,SUPERAGENT,Villa,"5,200,000 AED","Azalea, Arabian Ranches 2, Dubai",3,3,"3,052 sqft"
VERIFIED,SUPERAGENT,Villa,"6,500,000 AED","Ixora, Al Barari, Dubai",4,6,"4,940 sqft"
VERIFIED,SUPERAGENT,Villa,"7,300,000 AED","Samara, Arabian Ranches 2, Dubai",5,5,"4,805 sqft"
VERIFIED,SUPERAGENT,Villa,"5,500,000 AED","Azalea, Arabian Ranches 2, Dubai",3,4,"4,005 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,900,000 AED","Al Andalus Tower D, Al Andalus, Jumeirah Golf Estates, Dubai",2,3,"1,370 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,600,000 AED","Seventh Heaven, Al Barari, Dubai",3,2,"3,500 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,250,000 AED","East 40, Al Furjan, Dubai",1,2,973 sqft
VERIFIED,SUPERAGENT,Apartment,"1,050,000 AED","Equiti Gate, Jebel Ali, Dubai",1,2,628 sqft
VERIFIED,SUPERAGENT,Villa,"5,700,000 AED","Tilal Al Furjan, Al Furjan, Dubai",4,6,"3,945 sqft"
VERIFIED,SUPERAGENT,Villa,"4,250,000 AED","Camelia 2, Camelia, Arabian Ranches 2, Dubai",4,3,"2,209 sqft"
VERIFIED,SUPERAGENT,Villa,"10,000,000 AED","Meadows 9, Meadows, Dubai",4,3,"4,099 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,500,000 AED","Park Residences 4, Park Residences, DAMAC Hills, Dubai",4,4,"1,915 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,550,000 AED","Mama Shelter Residences, Business Bay, Dubai",2,3,862 sqft
VERIFIED,SUPERAGENT,Apartment,"4,300,000 AED","The 100, Meydan, Dubai",3,5,"2,143 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,990,000 AED","Marina Vista, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,"1,094 sqft"
VERIFIED,SUPERAGENT,Villa,"8,000,000 AED","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,5,"4,868 sqft"
VERIFIED,SUPERAGENT,Villa,"7,950,000 AED","Harmony 1, Harmony, Tilal Al Ghaf, Dubai",4,5,"4,617 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,200,000 AED","Binghatti Onyx, Jumeirah Village Circle, Dubai",1,2,731 sqft
VERIFIED,SUPERAGENT,Apartment,"1,000,000 AED","Binghatti Emerald, Jumeirah Village Circle, Dubai",1,2,624 sqft
VERIFIED,SUPERAGENT,Villa,"37,500,000 AED","Sanctuary Falls, Earth, Jumeirah Golf Estates, Dubai",6,7,"11,674 sqft"
VERIFIED,SUPERAGENT,Apartment,"750,000 AED","Beverly Boulevard, Arjan, Dubai",studio,1,398 sqft
VERIFIED,SUPERAGENT,Apartment,"2,500,000 AED","Downtown Views, Zabeel 2, Zabeel, Dubai",1,2,866 sqft
VERIFIED,SUPERAGENT,Apartment,"1,100,000 AED","Golf Promenade 5A, Golf Promenade, DAMAC Hills, Dubai",1,1,832 sqft
VERIFIED,SUPERAGENT,Apartment,"4,400,000 AED","The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",2,3,"1,252 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,250,000 AED","Al Hamri, Shoreline Apartments, Palm Jumeirah, Dubai",2,3,"1,550 sqft"
VERIFIED,SUPERAGENT,Villa,"3,800,000 AED","Springs 9, The Springs, Dubai",2,3,"1,647 sqft"
VERIFIED,SUPERAGENT,Villa,"3,000,000 AED","Bliss, Arabian Ranches 3, Dubai",3,4,"1,347 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,250,000 AED","Damac Heights, Dubai Marina, Dubai",2,2,"2,097 sqft"
VERIFIED,SUPERAGENT,Villa,"6,240,000 AED","Alana, The Valley, Dubai",5,6,"4,865 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,650,000 AED","Casablanca Boutique Villas, Pacifica, Damac Hills 2, Dubai",3,5,"1,881 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,900,000 AED","Primrose, Damac Hills 2, Dubai",3,5,"1,881 sqft"
VERIFIED,SUPERAGENT,Apartment,"950,000 AED","Marina Pinnacle, Dubai Marina, Dubai",1,1,844 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,700,000 AED","Naseem Townhouses, Town Square, Dubai",3,3,"2,057 sqft"
VERIFIED,SUPERAGENT,Villa,"21,000,000 AED","Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",4,5,"10,035 sqft"
VERIFIED,SUPERAGENT,Villa,"5,899,000 AED","Al Reem 3, Al Reem, Arabian Ranches, Dubai",3,3,"2,436 sqft"
VERIFIED,SUPERAGENT,Villa,"12,250,000 AED","Savannah 1, Savannah, Arabian Ranches, Dubai",4,4,"4,500 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,695,000 AED","Azura Residences, Dubai Islands, Deira, Dubai",1,2,883 sqft
VERIFIED,SUPERAGENT,Apartment,"1,655,000 AED","Azura Residences, Dubai Islands, Deira, Dubai",1,2,787 sqft
VERIFIED,SUPERAGENT,Apartment,"1,655,000 AED","MBL Royal, Jumeirah Lake Towers, Dubai",1,2,874 sqft
VERIFIED,SUPERAGENT,Villa,"9,950,000 AED","Harmony 3, Harmony, Tilal Al Ghaf, Dubai",5,6,"5,583 sqft"
VERIFIED,SUPERAGENT,Villa,"10,500,000 AED","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",5,7,"4,777 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,300,000 AED","Mama Shelter Residences, Business Bay, Dubai",studio,1,441 sqft
VERIFIED,SUPERAGENT,Villa,"4,750,000 AED","Mediterranean Villas, Jumeirah Village Triangle, Dubai",2,3,"2,690 sqft"
VERIFIED,SUPERAGENT,Villa,"8,500,000 AED","Club Villas at Dubai Hills, Dubai Hills Estate, Dubai",3,4,"3,079 sqft"
VERIFIED,SUPERAGENT,Apartment,"12,300,000 AED","Serenia Living Tower 2, Serenia Living, Palm Jumeirah, Dubai",3,4,"3,029 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,700,000 AED","Jomana 6, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,1,796 sqft
VERIFIED,SUPERAGENT,Villa,"37,500,000 AED","Sanctuary Falls, Earth, Jumeirah Golf Estates, Dubai",6,7,"11,674 sqft"
N/A,SUPERAGENT,Villa,"10,607,498 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",4,5,"5,839 sqft"
N/A,SUPERAGENT,Villa,"11,532,928 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",4,5,"5,845 sqft"
N/A,SUPERAGENT,Villa,"10,746,494 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",4,5,"5,839 sqft"
N/A,SUPERAGENT,Villa,"16,620,122 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",5,6,"8,853 sqft"
N/A,SUPERAGENT,Villa,"23,375,592 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",6,7,"12,031 sqft"
N/A,SUPERAGENT,Villa,"16,981,429 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",5,6,"9,085 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,250,000 AED","SLS Dubai Hotel & Residences, Business Bay, Dubai",2,3,"1,730 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,100,000 AED","AZIZI Riviera, Meydan One, Meydan, Dubai",1,1,530 sqft
VERIFIED,SUPERAGENT,Villa,"4,500,000 AED","Ruba, Arabian Ranches 3, Dubai",4,5,"2,734 sqft"
N/A,SUPERAGENT,Land,"16,000,000 AED","Pearl Jumeirah, Jumeirah, Dubai",N/A,N/A,"9,701 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,000,000 AED","Bliss 2, Arabian Ranches 3, Dubai",4,4,"3,419 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,450,000 AED","Al Dhafra 1, Al Dhafra, Greens, Dubai",1,1,739 sqft
VERIFIED,SUPERAGENT,Apartment,"3,100,000 AED","DIFC Living, DIFC, Dubai",1,2,748 sqft
VERIFIED,SUPERAGENT,Villa,"5,900,000 AED","Tranquility, Haven By Aldar, Dubai Land, Dubai",4,5,"4,685 sqft"
VERIFIED,SUPERAGENT,Villa,"5,900,000 AED","Tranquility, Haven By Aldar, Dubai Land, Dubai",4,5,"4,685 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,080,000 AED","Beachgate by Address, EMAAR Beachfront, Dubai Harbour, Dubai",1,2,795 sqft
VERIFIED,SUPERAGENT,Apartment,"2,400,000 AED","Lamtara 1, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,2,772 sqft
VERIFIED,SUPERAGENT,Villa,"29,950,000 AED","The Sundials, Earth, Jumeirah Golf Estates, Dubai",5,7,"7,193 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,630,000 AED","Waves Grande, Sobha Hartland, Mohammed Bin Rashid City, Dubai",1,2,711 sqft
N/A,SUPERAGENT,Land,"45,000,000 AED","Palm Jebel Ali - Frond O, Palm Jebel Ali, Dubai",N/A,N/A,"24,035 sqft"
N/A,SUPERAGENT,Land,"61,000,000 AED","Palm Jebel Ali - Frond O, Palm Jebel Ali, Dubai",N/A,N/A,"25,757 sqft"
N/A,SUPERAGENT,Land,"49,000,000 AED","Palm Jebel Ali- Frond P, Palm Jebel Ali, Dubai",N/A,N/A,"25,913 sqft"
N/A,SUPERAGENT,Land,"66,000,000 AED","Palm Jebel Ali- Frond P, Palm Jebel Ali, Dubai",N/A,N/A,"27,462 sqft"
N/A,SUPERAGENT,Land,"46,000,000 AED","Palm Jebel Ali - Frond O, Palm Jebel Ali, Dubai",N/A,N/A,"24,417 sqft"
N/A,SUPERAGENT,Land,"60,000,000 AED","Palm Jebel Ali - Frond O, Palm Jebel Ali, Dubai",N/A,N/A,"25,415 sqft"
N/A,SUPERAGENT,Land,"68,000,000 AED","Palm Jebel Ali - Frond O, Palm Jebel Ali, Dubai",N/A,N/A,"26,442 sqft"
N/A,SUPERAGENT,Land,"63,000,000 AED","Palm Jebel Ali- Frond P, Palm Jebel Ali, Dubai",N/A,N/A,"26,227 sqft"
N/A,SUPERAGENT,Land,"44,000,000 AED","Palm Jebel Ali- Frond P, Palm Jebel Ali, Dubai",N/A,N/A,"24,222 sqft"
N/A,SUPERAGENT,Land,"47,000,000 AED","Palm Jebel Ali- Frond P, Palm Jebel Ali, Dubai",N/A,N/A,"24,709 sqft"
VERIFIED,SUPERAGENT,Villa,"9,500,000 AED","Jumeirah Park Homes, Jumeirah Park, Dubai",5,6,"5,490 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,050,000 AED","Canal Bay, Business Bay, Dubai",3,3,"1,449 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,300,000 AED","Lamaa, Madinat Jumeirah Living, Umm Suqeim, Dubai",3,3,"1,943 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,350,000 AED","Seventh Heaven, Al Barari, Dubai",2,3,"2,700 sqft"
VERIFIED,SUPERAGENT,Villa,"14,500,000 AED","Estella, Victory Heights, Dubai Sports City, Dubai",5,5,"7,371 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,200,000 AED","Port de La Mer, La Mer, Jumeirah, Dubai",2,2,"1,217 sqft"
VERIFIED,SUPERAGENT,Villa,"6,000,000 AED","Springs 11, The Springs, Dubai",3,3,"2,258 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,000,000 AED","Residences 23, District One, Mohammed Bin Rashid City, Dubai",1,1,767 sqft
VERIFIED,SUPERAGENT,Villa,"3,150,000 AED","Mira Oasis 3, Mira Oasis, Reem, Dubai",4,5,"2,551 sqft"
VERIFIED,N/A,Apartment,"2,525,000 AED","Creekside 18 B, Creekside 18, Dubai Creek Harbour (The Lagoons), Dubai",2,2,"1,126 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,250,000 AED","Albizia, Damac Hills 2, Dubai",3,3,"1,208 sqft"
VERIFIED,SUPERAGENT,Townhouse,"6,550,000 AED","Ixora, Al Barari, Dubai",4,5,"4,791 sqft"
VERIFIED,SUPERAGENT,Villa,"28,000,000 AED","Lunaria, Al Barari Villas, Al Barari, Dubai",5,7+,"10,940 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,500,000 AED","Ashjar, Al Barari, Dubai",2,3,"2,622 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,300,000 AED","Burj Royale, Downtown Dubai, Dubai",2,2,993 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,880,000 AED","Mudon Al Ranim 1, Mudon, Dubai",3,4,"2,217 sqft"
N/A,SUPERAGENT,Apartment,"1,669,000 AED","Olfah, Muwaileh Commercial, Sharjah",3,3,"1,796 sqft"
N/A,SUPERAGENT,Apartment,"1,249,000 AED","Olfah, Muwaileh Commercial, Sharjah",2,2,950 sqft
N/A,SUPERAGENT,Apartment,"849,000 AED","Olfah, Muwaileh Commercial, Sharjah",1,2,718 sqft
N/A,SUPERAGENT,Apartment,"789,000 AED","Olfah, Muwaileh Commercial, Sharjah",1,2,650 sqft
N/A,SUPERAGENT,Townhouse,"1,729,000 AED","Hayyan, Sharjah",2,3,"1,964 sqft"
N/A,SUPERAGENT,Apartment,"1,449,000 AED","Olfah, Muwaileh Commercial, Sharjah",2,3,"1,765 sqft"
N/A,SUPERAGENT,Apartment,"769,000 AED","Olfah, Muwaileh Commercial, Sharjah",1,2,690 sqft
N/A,SUPERAGENT,Townhouse,"2,238,000 AED","The View Island, Ajmal Makan City, Sharjah Waterfront City, Sharjah",4,4,"3,315 sqft"
VERIFIED,SUPERAGENT,Villa,"3,900,000 AED","Park Residences 4, Park Residences, DAMAC Hills, Dubai",4,4,"2,462 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,000,000 AED","Park Residences 4, Park Residences, DAMAC Hills, Dubai",3,3,"1,614 sqft"
VERIFIED,SUPERAGENT,Villa,"4,999,999 AED","Mediterranean Villas, Jumeirah Village Triangle, Dubai",2,4,"2,700 sqft"
VERIFIED,N/A,Apartment,"6,670,000 AED","Beach Mansion, EMAAR Beachfront, Dubai Harbour, Dubai",3,4,"2,228 sqft"
VERIFIED,SUPERAGENT,Apartment,"12,500,000 AED","Beach Isle, EMAAR Beachfront, Dubai Harbour, Dubai",3,4,"1,870 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,700,000 AED","Wilton Terraces 2, Mohammed Bin Rashid City, Dubai",1,2,788 sqft
VERIFIED,SUPERAGENT,Apartment,"5,500,000 AED","The Address Sky View Tower 1, The Address Sky View Towers, Downtown Dubai, Dubai",2,3,"1,543 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,200,000 AED","Palm Beach Towers 3, Palm Beach Towers, Palm Jumeirah, Dubai",2,2,"1,365 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,200,000 AED","Lamaa, Madinat Jumeirah Living, Umm Suqeim, Dubai",3,3,"1,824 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,690,000 AED","Sadaf 6, Sadaf, Jumeirah Beach Residence, Dubai",1,2,"1,848 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,700,000 AED","Golf Horizon Tower A, Golf Horizon, DAMAC Hills, Dubai",3,4,"2,348 sqft"
VERIFIED,SUPERAGENT,Apartment,"8,400,000 AED","Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",2,3,"1,477 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,350,000 AED","Forte 1, Forte, Downtown Dubai, Dubai",3,3,"1,646 sqft"
VERIFIED,SUPERAGENT,Apartment,"520,000 AED","Azizi Beach Oasis 2, Dubai Studio City, Dubai",studio,1,346 sqft
VERIFIED,SUPERAGENT,Villa,"5,100,000 AED","Springs 9, The Springs, Dubai",3,3,"4,118 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,000,000 AED","Primrose, Damac Hills 2, Dubai",3,5,"1,881 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,650,000 AED","Aurum Villas, Sanctnary, Damac Hills 2, Dubai",3,5,"1,881 sqft"
VERIFIED,SUPERAGENT,Villa,"12,200,000 AED","Belair Damac Hills - By Trump Estates, DAMAC Hills, Dubai",7,7,"7,284 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,990,000 AED","Apartment Building 3, Bluewaters Residences, Bluewaters, Dubai",1,2,"1,137 sqft"
VERIFIED,SUPERAGENT,Apartment,"40,000,000 AED","Atlantis The Royal Residences, Palm Jumeirah, Dubai",2,3,"3,183 sqft"
VERIFIED,SUPERAGENT,Villa,"9,000,000 AED","The Dunes, Saadiyat Reserve, Saadiyat Island, Abu Dhabi",4,5,"5,798 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,900,000 AED","Radiant Height, City Of Lights, Al Reem Island, Abu Dhabi",2,4,"1,559 sqft"
VERIFIED,SUPERAGENT,Apartment,"950,000 AED","Al Raha Lofts, Al Raha Beach, Abu Dhabi",1,1,611 sqft
VERIFIED,SUPERAGENT,Apartment,"4,400,000 AED","Louvre Abu Dhabi Residences, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",2,3,"1,252 sqft"
VERIFIED,SUPERAGENT,Apartment,"950,000 AED","Binghatti Phoenix, Jumeirah Village Circle, Dubai",1,1,409 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,500,000 AED","Lillia, The Valley, Dubai",3,4,"2,150 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,550,000 AED","Central Tower, Bay Central, Dubai Marina, Dubai",1,1,704 sqft
VERIFIED,SUPERAGENT,Villa,"8,550,000 AED","Harmony 3, Harmony, Tilal Al Ghaf, Dubai",4,4,"5,000 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,700,000 AED","Burj Crown, Downtown Dubai, Dubai",2,2,994 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,750,000 AED","Elie Saab VIE Townhouses, Meydan, Dubai",4,4,"2,773 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,850,000 AED","Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",1,2,624 sqft
VERIFIED,N/A,Villa,"4,900,000 AED","Mediterranean Villas, Jumeirah Village Triangle, Dubai",2,3,"2,690 sqft"
VERIFIED,N/A,Villa,"11,800,000 AED","Legacy, Jumeirah Park, Dubai",5,6,"4,689 sqft"
VERIFIED,SUPERAGENT,Villa,"7,000,000 AED","Caya, Arabian Ranches 3, Dubai",4,5,"5,245 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,750,000 AED","Orra Harbour Residences and Hotel Apartments, Dubai Marina, Dubai",2,2,"1,350 sqft"
N/A,SUPERAGENT,Villa,"1,590,000 AED","Al Helio 2, Al Helio, Ajman",4,6,"3,014 sqft"
VERIFIED,SUPERAGENT,Apartment,"625,000 AED","Skyz by Danube, Arjan, Dubai",studio,1,367 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,200,000 AED","Arabella Townhouses 1, Arabella Townhouses, Mudon, Dubai",3,4,"2,015 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,650,000 AED","Rukan 3, Dubai Land, Dubai",2,3,849 sqft
VERIFIED,SUPERAGENT,Villa,"25,500,000 AED","The Sundials, Earth, Jumeirah Golf Estates, Dubai",6,6,"8,500 sqft"
VERIFIED,SUPERAGENT,Villa,"35,000,000 AED","Lime Tree Valley, Earth, Jumeirah Golf Estates, Dubai",6,7,"10,000 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,300,000 AED","Nara, The Valley, Dubai",4,4,"2,186 sqft"
VERIFIED,SUPERAGENT,Apartment,Ask for price,"Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",3,4,"3,169 sqft"
VERIFIED,SUPERAGENT,Apartment,"28,000,000 AED","Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",2,3,"2,088 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,100,000 AED","The Cove II Building 10, The Cove ll, Dubai Creek Harbour (The Lagoons), Dubai",2,2,"1,312 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,250,000 AED","Al Habool, Shoreline Apartments, Palm Jumeirah, Dubai",2,3,"1,993 sqft"
VERIFIED,SUPERAGENT,Apartment,"11,999,999 AED","Apartment Building 2, Bluewaters Residences, Bluewaters, Dubai",3,4,"2,056 sqft"
VERIFIED,SUPERAGENT,Villa,"3,850,000 AED","May, Arabian Ranches 3, Dubai",4,4,"2,602 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,750,000 AED","Golf Tower 3, Golf Towers, The Views, Dubai",1,1,863 sqft
VERIFIED,SUPERAGENT,Apartment,"1,550,000 AED","Arno A, Arno, The Views, Dubai",1,2,815 sqft
VERIFIED,SUPERAGENT,Apartment,"2,000,000 AED","Al Arta 3, Al Arta, Greens, Dubai",2,2,"1,156 sqft"
N/A,SUPERAGENT,Land,"2,700,000 AED","Jebel Ali Hills, Jebel Ali, Dubai",N/A,N/A,"9,820 sqft"
N/A,SUPERAGENT,Land,"2,862,720 AED","Jebel Ali Hills, Jebel Ali, Dubai",N/A,N/A,"10,224 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,775,000 AED","Mira Oasis 2, Mira Oasis, Reem, Dubai",3,4,"3,176 sqft"
